1,1,0.13476,0.11129
2,1,0.10509,0.14658
3,1,0.12044,0.148
4,1,0.14277,0.082689
5,1,0.11663,0.11811
6,1,0.096622,0.12513
7,1,0.050165,0.11177
8,1,0.108,0.068511
9,1,0.16465,0.12031
10,1,0.10155,0.05001
11,1,0.12757,0.18296
12,1,0.17274,0.17306
13,1,0.09223,0.1518
14,1,0.14101,0.13672
15,1,0.11017,0.16634
16,1,0.096305,0.12036
17,1,0.14305,0.083727
18,1,0.13921,0.07106
19,1,0.10044,0.14346
20,1,0.14429,0.11991
21,1,0.18845,0.096721
22,1,0.13969,0.12865
23,1,0.12023,0.087278
24,1,0.14024,0.14138
25,1,0.14281,0.11849
26,1,0.10709,0.087602
27,1,0.086816,0.09366
28,1,0.14565,0.073866
29,1,0.15928,0.095974
30,1,0.20543,0.092397
31,1,0.096881,0.1433
32,1,0.053042,0.15994
33,1,0.097425,0.15459
34,1,0.14083,0.13301
35,1,0.15615,0.11512
36,1,0.12024,0.18713
37,1,0.092531,0.14058
38,1,0.08298,0.12131
39,1,0.17347,0.16353
40,1,0.15685,0.19061
41,1,0.14505,0.13829
42,1,0.18436,0.14468
43,1,0.11713,0.13009
44,1,0.096233,0.13691
45,1,0.19695,0.062976
46,1,0.046201,0.07182
47,1,0.097693,0.13382
48,1,0.11942,0.13755
49,1,0.10677,0.13589
50,1,0.16192,0.1181
51,1,0.15609,0.11151
52,1,0.16243,0.12372
53,1,0.085298,0.14839
54,1,0.093626,0.12178
55,1,0.080532,0.14555
56,1,0.19225,0.14249
57,1,0.13421,0.14931
58,1,0.15366,0.091181
59,1,0.13631,0.10978
60,1,0.18306,0.15675
61,1,0.20997,0.11615
62,1,0.11865,0.09655
63,1,0.11429,0.12755
64,1,0.13968,0.10645
65,1,0.17531,0.12623
66,1,0.090312,0.17874
67,1,0.10913,0.14001
68,1,0.072137,0.18595
69,1,0.070929,0.15014
70,1,0.025556,0.096075
71,1,0.072781,0.094569
72,1,0.092152,0.099619
73,1,0.15178,0.092381
74,1,0.13854,0.11629
75,1,0.094325,0.091651
76,1,0.08631,0.095392
77,1,0.12836,0.16739
78,1,0.15663,0.12345
79,1,0.11917,0.14779
80,1,0.16261,0.08967
81,1,0.10167,0.052049
82,1,0.14188,0.12976
83,1,0.13133,0.083951
84,1,0.14004,0.15907
85,1,0.13316,0.091594
86,1,0.2108,0.10275
87,1,0.087513,0.084469
88,1,0.10972,0.083783
89,1,0.13674,0.14181
90,1,0.043635,0.13424
91,1,0.1562,0.15469
92,1,0.13083,0.1366
93,1,0.16795,0.090239
94,1,0.084595,0.13953
95,1,0.093783,0.1315
96,1,0.17141,0.10012
97,1,0.12937,0.16924
98,1,0.12817,0.11594
99,1,0.13929,0
100,1,0.07749,0.12744
101,1,0.11612,0.099893
102,1,0.14397,0.15266
103,1,0.14022,0.11396
104,1,0.094356,0.11014
105,1,0.12094,0.10742
106,1,0.14146,0.14574
107,1,0.10128,0.053151
108,1,0.13848,0.10991
109,1,0.13316,0.099884
110,1,0.13152,0.11019
111,1,0.15314,0.095996
112,1,0.13189,0.12593
