0,6,0.8577100000000001,0.6958300000000001,0,0.33333,0.0,0.028517,0.0005522999999999999,0.024845,0.00039264,0.4157,0.3825,0.49853000000000003,0.35931,0.47201000000000004,0.6270600000000001,0.14801,0.49853000000000003,0.319,0.16849
1,3,0.44269,0.49583,0,0.0,0.0,0.0095057,0.00025302,0.007453399999999999,0.00026339,0.0061967,0.0,0.016937,0.00077942,0.78918,0.18470999999999999,0.5389,0.016937,1.0,0.1546
2,2,0.79447,0.125,0,0.0,0.0,0.03232,0.00077865,0.024845,0.00073979,0.8577299999999999,0.81605,0.9263600000000001,0.82385,0.27239,0.6635300000000001,0.29222,0.9263600000000001,0.19935,0.12495
3,6,0.12253,0.675,0,0.0,0.0,0.058935,0.0017965,0.20124,0.004868600000000001,0.3039,0.28849,0.35052,0.2689,0.6306,0.42706000000000005,0.3093,0.35052,0.26691,0.17549
4,6,0.23715,0.775,0,0.0,0.0,0.04943,0.0015279999999999998,0.058385,0.0013889000000000002,0.34573000000000004,0.32253000000000004,0.40795,0.30164,0.56343,0.51176,0.24099,0.40795,0.30291999999999997,0.17156
5,6,0.58498,0.725,0,0.0,0.0,0.053232,0.001077,0.06832300000000001,0.0013889000000000002,0.34392,0.33063000000000003,0.3947,0.30241999999999997,0.63246,0.45647,0.25995999999999997,0.3947,0.27589,0.18322
6,7,0.7747,0.90833,0,0.0,0.0,0.047529,0.0015872,0.026087,0.00040875,0.12368,0.10292000000000001,0.11855999999999998,0.14887,0.65112,0.13647,0.75712,0.14065,0.33571999999999996,0.9562
7,1,0.11067,0.41667,0,0.0,0.0,0.013308,0.00024275,0.013665,0.00010954,0.037697,0.050243,0.041973,0.021044,0.9085799999999999,0.16118,0.45541000000000004,0.045655,0.56415,0.36032
8,3,0.0,0.29167,0,0.0,0.0,0.41635,0.26969,0.20621,0.14812999999999998,0.14872,0.10211,0.2025,0.1364,0.46455,0.42471000000000003,0.48197,0.2025,0.59528,0.1017
9,1,0.26877,0.30833,0,0.33333,0.0,0.10645999999999999,0.0082759,0.088199,0.006809899999999999,0.1495,0.14911,0.1863,0.11068,0.78358,0.34353,0.28843,0.1863,0.4374,0.23239
10,4,0.5968399999999999,0.3,0,0.0,0.0,0.15209,0.0013389,0.021118,0.0004908,0.18487,0.17018,0.22018000000000001,0.16134,0.67351,0.34471,0.39848,0.22018000000000001,0.30741,0.16468
11,5,0.9762799999999999,0.59167,0,0.0,0.0,0.0095057,6.3489e-05,0.0024844999999999997,2.1373e-05,0.002582,0.0,0.0073638,0.0,0.8153,0.15529,0.55977,0.0073638,0.88889,0.15945
12,5,0.53755,0.54167,0,0.0,0.0,0.0019011,0.00013722,0.0012422000000000002,9.8161e-05,0.0002582,0.0,0.00073638,0.0,0.83209,0.13412000000000002,0.57685,0.00073638,0.11110999999999999,0.15945
13,6,0.33597,0.775,0,0.33333,0.5,0.055133,0.0014638,0.028571,0.00079625,0.44073999999999997,0.41005,0.51546,0.39049,0.48134,0.59412,0.19165,0.51546,0.28533000000000003,0.16388
14,7,0.86561,0.8708299999999999,0,0.33333,0.0,0.077947,0.0011390999999999999,0.050932,0.0029949,0.044926,0.041329000000000005,0.035345999999999995,0.058457,0.79478,0.096471,0.67552,0.055228,0.42735,0.84419
15,5,0.81423,0.43333,0,0.0,0.0,0.036122,0.00033238,0.0037266999999999995,2.4044000000000002e-05,0.0085205,0.0032415,0.019146,0.0023383,0.79478,0.18470999999999999,0.5332100000000001,0.019146,0.9333299999999999,0.16429000000000002
16,1,0.019763,0.16667,0,0.0,0.0,0.057034,0.0020167,0.036025,0.0015201,0.13659000000000002,0.13695,0.1701,0.10055,0.79291,0.32471,0.3093,0.1701,0.44286000000000003,0.2288
17,6,0.79842,0.7125,0,0.0,0.0,0.12738,0.0025985,0.08074500000000001,0.0012299000000000001,0.38291,0.36062,0.4514,0.33125,0.55784,0.5505899999999999,0.18406,0.4514,0.30672,0.17859
18,4,0.95652,0.45416999999999996,0,0.0,0.0,0.15209,0.004396199999999999,0.034783,0.0013228,0.33359,0.32658000000000004,0.37334,0.29774,0.6791,0.40118000000000004,0.30171,0.37334,0.24531999999999998,0.19028
19,4,0.57312,0.35833000000000004,0,0.0,0.0,0.34601,0.0046363,0.013665,0.00041414,0.33437,0.33549,0.36009,0.30553,0.73507,0.33412,0.35294000000000003,0.36009,0.19712000000000002,0.20203
20,5,0.72332,0.55833,0,0.0,0.0,0.024715,0.00061672,0.004968899999999999,0.00019632,0.0038729999999999997,0.0024311,0.0081001,0.00077942,0.82276,0.15294000000000002,0.55598,0.0081001,0.52778,0.18857000000000002
